Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,Roto-Rooter Plumbing  Drain Service,,,United States,New York,Buffalo,14224,(716) 683-4185,,,,,,Roto-Rooter Plumbing  Drain Service,,,,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 683-4185,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Service Experts Heating  Air Conditioning,6020 N Bailey Ave,,United States,New York,Buffalo,14226,(716) 247-4151,,,,,,Service Experts Heating  Air Conditioning,,,6020 N Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 247-4151,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Patton Plumbing Sewer  Drain Cleaning,648 Mckinley Pkwy,,United States,New York,Buffalo,14220,(716) 825-4900,,,,,,Patton Plumbing Sewer  Drain Cleaning,,,648 Mckinley Pkwy,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 825-4900,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roto-Rooter Plumbing  Drain Services,135 South Ave,,United States,New York,Buffalo,14224,(716) 773-3717,,,,,,Roto-Rooter Plumbing  Drain Services,,,135 South Ave,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 773-3717,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Mr. Rooter,,,United States,New York,,,(877) 475-3121,,,,,,Mr. Rooter,,,,,United States,USA,,,New York,,,,,,,,,(877) 475-3121,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roto-Rooter Plumbing  Drain Services,,,United States,New York,,,(877) 729-7686,,,,,,Roto-Rooter Plumbing  Drain Services,,,,,United States,USA,,,New York,,,,,,,,,(877) 729-7686,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Mr. Rooter,,,United States,New York,,,(877) 766-8396,,,,,,Mr. Rooter,,,,,United States,USA,,,New York,,,,,,,,,(877) 766-8396,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Affordable Home Services,,,United States,New York,,,(877) 556-6238,,,,,,Affordable Home Services,,,,,United States,USA,,,New York,,,,,,,,,(877) 556-6238,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cellino Plumbing Inc,,,United States,New York,,,(716) 675-1111,,,,,,Cellino Plumbing Inc,,,,,United States,USA,,,New York,,,,,,,,,(716) 675-1111,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Frank's Services,90 Pearce Ave,,United States,New York,Tonawanda,14150,(866) 383-5257,,,,,,Frank's Services,,,90 Pearce Ave,,United States,USA,,,New York,NY,Tonawanda,,,,14150,,,(866) 383-5257,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,The Plumber,200 Roosevelt St,,United States,New York,Tonawanda,14150,(877) 565-3314,,,,,,The Plumber,,,200 Roosevelt St,,United States,USA,,,New York,NY,Tonawanda,,,,14150,,,(877) 565-3314,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Zinzola Plumbing,1758 Clinton St,,United States,New York,Buffalo,14206,(716) 262-8649,,,,,,Zinzola Plumbing,,,1758 Clinton St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 262-8649,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,A Gareleck  Sons Inc,125 Arthur St,,United States,New York,Buffalo,14207,(716) 871-4225,,,,,,A Gareleck  Sons Inc,,,125 Arthur St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 871-4225,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Swanson J R Plumbing Co Inc,413 103rd St,,United States,New York,Niagara Falls,14304,(716) 402-4542,,,,,,Swanson J R Plumbing Co Inc,,,413 103rd St,,United States,USA,,,New York,NY,Niagara Falls,,,,14304,,,(716) 402-4542,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Lanthier Plumbing Heating,157 W Tupper St,,United States,New York,Buffalo,14201,(716) 864-6814,,,,,,Lanthier Plumbing Heating,,,157 W Tupper St,,United States,USA,,,New York,NY,Buffalo,,,,14201,,,(716) 864-6814,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Toronto Bradshaw Plumbing,534 Delaware Ave,,United States,New York,Buffalo,14202,(716) 332-7104,,,,,,Toronto Bradshaw Plumbing,,,534 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 332-7104,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Miori Joyce G,100 High St,,United States,New York,Buffalo,14203,(716) 859-5600,,,,,,Miori Joyce G,,,100 High St,,United States,USA,,,New York,NY,Buffalo,,,,14203,,,(716) 859-5600,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Turkovich Stephen MD,219 Bryant St,,United States,New York,Buffalo,14222,(716) 878-7288,,,,,,Turkovich Stephen MD,,,219 Bryant St,,United States,USA,,,New York,NY,Buffalo,,,,14222,,,(716) 878-7288,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Bison Plumbing City Inc,665 Fillmore Ave,,United States,New York,Buffalo,14212,(716) 897-4224,,,,,,Bison Plumbing City Inc,,,665 Fillmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 897-4224,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Osinski's Plumbing Inc,246 Fillmore Ave,,United States,New York,Buffalo,14206,(716) 852-6990,,,,,,Osinski's Plumbing Inc,,,246 Fillmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 852-6990,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Bukowski Doreen,1134 Delaware Ave,,United States,New York,Buffalo,14209,(716) 885-1512,,,,,,Bukowski Doreen,,,1134 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14209,,,(716) 885-1512,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,J Licata Heating  Piping,138 Lancaster AVE,,United States,New York,Buffalo,14222,(716) 886-0911,,,,,,J Licata Heating  Piping,,,138 Lancaster AVE,,United States,USA,,,New York,NY,Buffalo,,,,14222,,,(716) 886-0911,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Aardvark Home Svc,733 Tifft St,,United States,New York,Buffalo,14220,(716) 822-6969,,,,,,Aardvark Home Svc,,,733 Tifft St,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 822-6969,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Bar Hydraulics Inc,65 Lansing St,,United States,New York,Buffalo,14207,(716) 824-1788,,,,,,Bar Hydraulics Inc,,,65 Lansing St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 824-1788,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Stone Plumbing Svc,454 Dingens St,,United States,New York,Buffalo,14206,(716) 655-1500,,,,,,Stone Plumbing Svc,,,454 Dingens St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 655-1500,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Klingelsmith Plumbing  Htg Co,454 Dingens St,,United States,New York,Buffalo,14206,(716) 683-1605,,,,,,Klingelsmith Plumbing  Htg Co,,,454 Dingens St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 683-1605,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Brian Walsh Plumbing  Htg Inc,330 Wagner Ave,,United States,New York,Buffalo,14212,(845) 254-5397,,,,,,Brian Walsh Plumbing  Htg Inc,,,330 Wagner Ave,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(845) 254-5397,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Nelson's Plumbing,2439 Bailey Ave,,United States,New York,Buffalo,14215,(716) 833-4153,,,,,,Nelson's Plumbing,,,2439 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 833-4153,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Plumber in Buffalo pib,2505 Baily Ave. suite 101,,United States,New York,Buffalo,14215,(716) 584-1505,,,,,,Plumber in Buffalo pib,,,2505 Baily Ave. suite 101,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 584-1505,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Industrial Heating Svc,142 Colgate Ave,,United States,New York,Buffalo,14220,(716) 822-8466,,,,,,Industrial Heating Svc,,,142 Colgate Ave,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 822-8466,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Joseph V Schmigel  Sons,2125 William St,,United States,New York,Buffalo,14206,(716) 897-4448,,,,,,Joseph V Schmigel  Sons,,,2125 William St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 897-4448,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Ritter  Sentry Plumbing Services Inc,1053 Walden Ave,,United States,New York,Buffalo,14211,(716) 262-8752,,,,,,Ritter  Sentry Plumbing Services Inc,,,1053 Walden Ave,,United States,USA,,,New York,NY,Buffalo,,,,14211,,,(716) 262-8752,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Matthew Kandefer Inc,2215 Broadway St # A,,United States,New York,Buffalo,14212,(716) 893-8376,,,,,,Matthew Kandefer Inc,,,2215 Broadway St # A,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 893-8376,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Hertel Hardware and Plumbing,1273 Hertel Ave,,United States,New York,Buffalo,14216,(716) 875-3900,,,,,,Hertel Hardware and Plumbing,,,1273 Hertel Ave,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 875-3900,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Welch  Assoc Inc,1413 Hertel Ave # 7,,United States,New York,Buffalo,14216,(716) 875-3228,,,,,,Welch  Assoc Inc,,,1413 Hertel Ave # 7,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 875-3228,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Schmit Plumbing  Heating,198 Ontario St,,United States,New York,Buffalo,14207,(716) 875-3324,,,,,,Schmit Plumbing  Heating,,,198 Ontario St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 875-3324,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Norton'S Plumbing,29 Kofler Ave,,United States,New York,Buffalo,14207,(716) 557-5343,,,,,,Norton'S Plumbing,,,29 Kofler Ave,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 557-5343,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Budget Plumbing,405 Collins Ave,,United States,New York,Buffalo,14224,(716) 863-0449,,,,,,Budget Plumbing,,,405 Collins Ave,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 863-0449,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,A American Plumbing  Svc Inc,268 Doris Dr,,United States,New York,Buffalo,14224,(716) 822-7711,,,,,,A American Plumbing  Svc Inc,,,268 Doris Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 822-7711,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Norton Plumbing,797 Military Rd,,United States,New York,Buffalo,14217,(716) 819-8556,,,,,,Norton Plumbing,,,797 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 819-8556,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Quality First Plumbing Svc,485 Kennedy Rd,,United States,New York,Buffalo,14227,(716) 892-1484,,,,,,Quality First Plumbing Svc,,,485 Kennedy Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 892-1484,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cellino Plumbing Inc.,2756 Seneca St,,United States,New York,Buffalo,14224,(716) 652-2280,,,,,,Cellino Plumbing Inc.,,,2756 Seneca St,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 652-2280,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Penny's Hardware  Plumbing,2498 Elmwood Ave,,United States,New York,Buffalo,14217,(716) 875-4251,,,,,,Penny's Hardware  Plumbing,,,2498 Elmwood Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 875-4251,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Pipedream Service of WNY,10 Fronckowiak Ave,,United States,New York,Buffalo,14227,(716) 894-9236,,,,,,Pipedream Service of WNY,,,10 Fronckowiak Ave,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 894-9236,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Kandefer Gale M,1515 Kensington Ave,,United States,New York,Buffalo,14215,(716) 446-5900,,,,,,Kandefer Gale M,,,1515 Kensington Ave,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 446-5900,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,John W Danforth Co,3435 Main St,,United States,New York,Buffalo,14214,(716) 837-2320,,,,,,John W Danforth Co,,,3435 Main St,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 837-2320,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Freddie's Plumbing Svc Inc,3024 Genesee St,,United States,New York,Buffalo,14225,(716) 895-3614,,,,,,Freddie's Plumbing Svc Inc,,,3024 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 895-3614,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,J Mulla Plumbing Co,72 N End Ave,,United States,New York,Buffalo,14217,(716) 877-7195,,,,,,J Mulla Plumbing Co,,,72 N End Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-7195,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Superior Plumbing  Rooter Svc,170 Center Rd,,United States,New York,Buffalo,14224,(716) 893-8600,,,,,,Superior Plumbing  Rooter Svc,,,170 Center Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 893-8600,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,James L Shotwell Plumbing Co,1035 Englewood Ave,,United States,New York,Buffalo,14223,(716) 877-1457,,,,,,James L Shotwell Plumbing Co,,,1035 Englewood Ave,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 877-1457,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Haefner Plumbing,31 Brendan Ave,,United States,New York,Buffalo,14217,(716) 874-7792,,,,,,Haefner Plumbing,,,31 Brendan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 874-7792,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Ace Plumbing Inc,1985 Ridge Rd,,United States,New York,Buffalo,14224,(716) 675-6743,,,,,,Ace Plumbing Inc,,,1985 Ridge Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-6743,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,H  M Plumbing  Mechanical,1425 Military Rd,,United States,New York,Buffalo,14217,(716) 875-0100,,,,,,H  M Plumbing  Mechanical,,,1425 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 875-0100,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roto-Rooter Plumbing  Drain,325 Woodcrest Blvd,,United States,New York,Buffalo,14223,(716) 873-8143,,,,,,Roto-Rooter Plumbing  Drain,,,325 Woodcrest Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 873-8143,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,JRN Plumbing Inc,3484 Union Rd,,United States,New York,Buffalo,14225,(716) 684-2359,,,,,,JRN Plumbing Inc,,,3484 Union Rd,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 684-2359,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,CKO Plumbing Corp,1520 Military Rd,,United States,New York,Buffalo,14217,(716) 877-4050,,,,,,CKO Plumbing Corp,,,1520 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-4050,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Superior Pipecleaning Inc,S3313 Woodlawn Ave,,United States,New York,Buffalo,14219,(716) 822-7500,,,,,,Superior Pipecleaning Inc,,,S3313 Woodlawn Ave,,United States,USA,,,New York,NY,Buffalo,,,,14219,,,(716) 822-7500,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Larry  Janine's Plumbing  Repairs,48 Seneca Creek Rd,,United States,New York,Buffalo,14224,(716) 675-0040,,,,,,Larry  Janine's Plumbing  Repairs,,,48 Seneca Creek Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-0040,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Hastings  Son Inc,1704 Military Rd,,United States,New York,Buffalo,14217,(716) 873-1017,,,,,,Hastings  Son Inc,,,1704 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 873-1017,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Third Generation Plumbing,4298 Bailey Ave,,United States,New York,Buffalo,14226,(716) 837-1575,,,,,,Third Generation Plumbing,,,4298 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 837-1575,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Hobjobbers Unlimited,139 Zimmerman Blvd,,United States,New York,Buffalo,14223,(716) 874-0872,,,,,,Hobjobbers Unlimited,,,139 Zimmerman Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 874-0872,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Plumber,90 Pearce Dr,,United States,New York,Buffalo,14226,(716) 773-7473,,,,,,Plumber,,,90 Pearce Dr,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 773-7473,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roy's Plumbing Htg  Cooling,42 Ferndale Ave,,United States,New York,Buffalo,14217,(716) 873-4967,,,,,,Roy's Plumbing Htg  Cooling,,,42 Ferndale Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 873-4967,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Mks Plumbing Corp,19 Ransier Dr,,United States,New York,Buffalo,14224,(716) 675-5771,,,,,,Mks Plumbing Corp,,,19 Ransier Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-5771,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Robert's Heating Co,1101 Niagara Falls Blvd,,United States,New York,Buffalo,14226,(716) 877-1534,,,,,,Robert's Heating Co,,,1101 Niagara Falls Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 877-1534,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Jim Ando Plumbing Inc,4534 Clinton St # 6,,United States,New York,Buffalo,14224,(716) 893-8586,,,,,,Jim Ando Plumbing Inc,,,4534 Clinton St # 6,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 893-8586,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Don Powers Inc,224 Pinewood Dr,,United States,New York,Buffalo,14224,(716) 674-0196,,,,,,Don Powers Inc,,,224 Pinewood Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 674-0196,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Plumbing Benjamin Franklin,266 Pinewood Dr,,United States,New York,Buffalo,14224,(716) 675-8346,,,,,,Plumbing Benjamin Franklin,,,266 Pinewood Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-8346,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
