Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,Freddies Plumbing,76 Patton Pl,,United States,New York,Buffalo,14221,(716) 895-3614,,,,,,Freddies Plumbing,,,76 Patton Pl,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 895-3614,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Heinz F Maier Inc,230 Heim Rd,,United States,New York,Buffalo,14221,(716) 688-6767,,,,,,Heinz F Maier Inc,,,230 Heim Rd,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 688-6767,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Blast Off Inc,29 Bucyrus Dr,,United States,New York,Buffalo,14228,(716) 691-7013,,,,,,Blast Off Inc,,,29 Bucyrus Dr,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 691-7013,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Kandefer Gale M,6245 Sheridan Dr # 116,,United States,New York,Buffalo,14221,(716) 631-0380,,,,,,Kandefer Gale M,,,6245 Sheridan Dr # 116,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 631-0380,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Action Plumbing  Heating,399 Country Pkwy,,United States,New York,Buffalo,14221,(716) 634-0133,,,,,,Action Plumbing  Heating,,,399 Country Pkwy,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 634-0133,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Hutch Refrigeration Inc,553 Bauman Ct,,United States,New York,Buffalo,14221,(716) 559-1919,,,,,,Hutch Refrigeration Inc,,,553 Bauman Ct,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 559-1919,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Musso Plumbing  Heating,8574 Sheridan Dr,,United States,New York,Buffalo,14221,(716) 630-0012,,,,,,Musso Plumbing  Heating,,,8574 Sheridan Dr,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 630-0012,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Jones Plumbing,500 Schoelles Rd,,United States,New York,Buffalo,14228,(716) 832-0064,,,,,,Jones Plumbing,,,500 Schoelles Rd,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 832-0064,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,CEF Plumbing,PO Box 348,,United States,New York,Buffalo,14209,(716) 886-2620,,,,,,CEF Plumbing,,,PO Box 348,,United States,USA,,,New York,NY,Buffalo,,,,14209,,,(716) 886-2620,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Plumb Rite Of WNY,,,United States,New York,Buffalo,14223,(716) 834-7528,,,,,,Plumb Rite Of WNY,,,,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 834-7528,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Mr Plumber Heating  Cooling,,,United States,New York,Buffalo,14207,(716) 873-7473,,,,,,Mr Plumber Heating  Cooling,,,,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 873-7473,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roto Rooter Plumbing  Drain Services,,,United States,New York,Buffalo,14214,(716) 833-2150,,,,,,Roto Rooter Plumbing  Drain Services,,,,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 833-2150,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roto-Rooter Plumbing  Drain,,,United States,New York,Buffalo,14220,(716) 685-2328,,,,,,Roto-Rooter Plumbing  Drain,,,,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 685-2328,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,T Mark Plumbing,,,United States,New York,Buffalo,14216,(716) 894-7233,,,,,,T Mark Plumbing,,,,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 894-7233,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Kandefer Thomas,,,United States,New York,Buffalo,14221,(716) 631-8642,,,,,,Kandefer Thomas,,,,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 631-8642,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,T Baker Enterprizes Inc,PO Box 1046,,United States,New York,Buffalo,14225,(716) 982-0234,,,,,,T Baker Enterprizes Inc,,,PO Box 1046,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 982-0234,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Turner Construction Co,50 Lakefront Blvd,,United States,New York,Buffalo,14202,(716) 842-0597,,,,,,Turner Construction Co,,,50 Lakefront Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 842-0597,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Lincoln Plumbing  Heating,241 Niagara St,,United States,New York,Buffalo,14201,(716) 856-9198,,,,,,Lincoln Plumbing  Heating,,,241 Niagara St,,United States,USA,,,New York,NY,Buffalo,,,,14201,,,(716) 856-9198,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Seneca Plumbing and Heating,192 Seneca St,,United States,New York,Buffalo,14204,(716) 852-4747,,,,,,Seneca Plumbing and Heating,,,192 Seneca St,,United States,USA,,,New York,NY,Buffalo,,,,14204,,,(716) 852-4747,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Savarino Construction Corp,26 Mississippi St,,United States,New York,Buffalo,14203,(716) 332-5959,,,,,,Savarino Construction Corp,,,26 Mississippi St,,United States,USA,,,New York,NY,Buffalo,,,,14203,,,(716) 332-5959,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Licata J Heating  Piping,249 Allen St,,United States,New York,Buffalo,14201,(716) 886-0911,,,,,,Licata J Heating  Piping,,,249 Allen St,,United States,USA,,,New York,NY,Buffalo,,,,14201,,,(716) 886-0911,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Telco Construction Inc,600 Delaware Ave,,United States,New York,Buffalo,14202,(716) 881-2087,,,,,,Telco Construction Inc,,,600 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 881-2087,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Joseph Carino Plumbing  Htg,419 Auburn Ave # 2,,United States,New York,Buffalo,14213,(716) 886-7378,,,,,,Joseph Carino Plumbing  Htg,,,419 Auburn Ave # 2,,United States,USA,,,New York,NY,Buffalo,,,,14213,,,(716) 886-7378,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Pinto Construction Svc,1 Babcock St,,United States,New York,Buffalo,14210,(716) 825-6666,,,,,,Pinto Construction Svc,,,1 Babcock St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 825-6666,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Erb Co Inc,1400 Seneca St,,United States,New York,Buffalo,14210,(716) 825-1400,,,,,,Erb Co Inc,,,1400 Seneca St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 825-1400,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Calabrese General Contracting,1524 Bailey Ave,,United States,New York,Buffalo,14212,(716) 858-1221,,,,,,Calabrese General Contracting,,,1524 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 858-1221,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Roberson W C Plumbing  Heating,602 E Delavan Ave,,United States,New York,Buffalo,14211,(716) 892-5052,,,,,,Roberson W C Plumbing  Heating,,,602 E Delavan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14211,,,(716) 892-5052,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Aire Heating Svc,344 Abbott Rd,,United States,New York,Buffalo,14220,(716) 825-8341,,,,,,Aire Heating Svc,,,344 Abbott Rd,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 825-8341,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Home Handyman Svc,426 Tonawanda St,,United States,New York,Buffalo,14207,(716) 884-3567,,,,,,Home Handyman Svc,,,426 Tonawanda St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 884-3567,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Seneca Plumbing  Heating Supl,454 Dingens St,,United States,New York,Buffalo,14206,(716) 852-4744,,,,,,Seneca Plumbing  Heating Supl,,,454 Dingens St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 852-4744,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,PCS Plumbing  Heating Inc,1 Carter St,,United States,New York,Buffalo,14220,(716) 822-4302,,,,,,PCS Plumbing  Heating Inc,,,1 Carter St,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 822-4302,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Surianello General Contractors,635 Wyoming Ave,,United States,New York,Buffalo,14215,(716) 837-7710,,,,,,Surianello General Contractors,,,635 Wyoming Ave,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 837-7710,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Colgate Heating Corp,142 Colgate Ave,,United States,New York,Buffalo,14220,(716) 822-8284,,,,,,Colgate Heating Corp,,,142 Colgate Ave,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 822-8284,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,C J Construction Svc Inc,2129 Broadway St,,United States,New York,Buffalo,14212,(716) 895-3443,,,,,,C J Construction Svc Inc,,,2129 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 895-3443,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,A I M Plumbing  Heating Co Inc,125 Arthur St,,United States,New York,Buffalo,14207,(716) 838-1202,,,,,,A I M Plumbing  Heating Co Inc,,,125 Arthur St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 838-1202,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cherri Construction of Wny,50 Ridge Rd,,United States,New York,Buffalo,14218,(716) 821-7996,,,,,,Cherri Construction of Wny,,,50 Ridge Rd,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 821-7996,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Jazz Inc DBA Innovative Build ING  Remodeling,1220 Hertel Ave,,United States,New York,Buffalo,14216,(716) 447-7095,,,,,,Jazz Inc DBA Innovative Build ING  Remodeling,,,1220 Hertel Ave,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 447-7095,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Armstrong Construction,170 Manhattan Ave,,United States,New York,Buffalo,14215,(716) 831-4115,,,,,,Armstrong Construction,,,170 Manhattan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 831-4115,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Dan's Heating Svc,30 Duerstein ST,,United States,New York,Buffalo,14210,(716) 826-0029,,,,,,Dan's Heating Svc,,,30 Duerstein ST,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 826-0029,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cando Construction of New Tork,345 Ridge Rd,,United States,New York,Buffalo,14218,(716) 823-1286,,,,,,Cando Construction of New Tork,,,345 Ridge Rd,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 823-1286,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cozzwill Inc,622 Tacoma Ave # 1,,United States,New York,Buffalo,14216,(716) 856-6650,,,,,,Cozzwill Inc,,,622 Tacoma Ave # 1,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 856-6650,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Di Pizio Construction Co,100 Stradtman St,,United States,New York,Buffalo,14206,(716) 892-1097,,,,,,Di Pizio Construction Co,,,100 Stradtman St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 892-1097,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Paul E Vogel Plumbing  Heating Inc,814 Mineral Springs Rd,,United States,New York,Buffalo,14224,(716) 823-0968,,,,,,Paul E Vogel Plumbing  Heating Inc,,,814 Mineral Springs Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 823-0968,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Jim's Electric  General Contr,289 Ramsdell Ave,,United States,New York,Buffalo,14216,(716) 876-8686,,,,,,Jim's Electric  General Contr,,,289 Ramsdell Ave,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 876-8686,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Rainbow Plumbing,230 Sanders Rd,,United States,New York,Buffalo,14216,(716) 876-7610,,,,,,Rainbow Plumbing,,,230 Sanders Rd,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 876-7610,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Tarico Brothers Construction,2660 Seneca St Ste 5,,United States,New York,Buffalo,14224,(716) 828-2227,,,,,,Tarico Brothers Construction,,,2660 Seneca St Ste 5,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 828-2227,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Lent Builders Inc,135 W Hazeltine Ave,,United States,New York,Buffalo,14217,(716) 876-7816,,,,,,Lent Builders Inc,,,135 W Hazeltine Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 876-7816,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Kimil Construction Inc,485 Kennedy Rd,,United States,New York,Buffalo,14227,(716) 893-3660,,,,,,Kimil Construction Inc,,,485 Kennedy Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 893-3660,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Schmidt Heat  Plumbing,45 Evelyn St,,United States,New York,Buffalo,14207,(716) 876-5812,,,,,,Schmidt Heat  Plumbing,,,45 Evelyn St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 876-5812,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Advanced Sewer  Drain Clnng,228 Tremaine Ave,,United States,New York,Buffalo,14217,(716) 877-2196,,,,,,Advanced Sewer  Drain Clnng,,,228 Tremaine Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-2196,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Lamparelli Construction Co,590 Kennedy Rd,,United States,New York,Buffalo,14227,(716) 891-8599,,,,,,Lamparelli Construction Co,,,590 Kennedy Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 891-8599,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cir Electrical Constr Corp,400 Ingham Ave,,United States,New York,Buffalo,14218,(716) 362-5000,,,,,,Cir Electrical Constr Corp,,,400 Ingham Ave,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 362-5000,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Ultra Services,2560 Hamburg Tpke,,United States,New York,Buffalo,14218,(716) 825-9239,,,,,,Ultra Services,,,2560 Hamburg Tpke,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 825-9239,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Day  Night Plumbing Co,110 S Shore Blvd,,United States,New York,Buffalo,14218,(716) 824-4408,,,,,,Day  Night Plumbing Co,,,110 S Shore Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 824-4408,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Palmeri Builders Inc,79 Victoria Blvd,,United States,New York,Buffalo,14217,(716) 873-5418,,,,,,Palmeri Builders Inc,,,79 Victoria Blvd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 873-5418,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Aquajet Sewer Svc Corp,402 Vulcan St,,United States,New York,Buffalo,14207,(716) 877-1534,,,,,,Aquajet Sewer Svc Corp,,,402 Vulcan St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 877-1534,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Patricks Plumbing Inc,577 Englewood Ave,,United States,New York,Buffalo,14223,(716) 836-8171,,,,,,Patricks Plumbing Inc,,,577 Englewood Ave,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 836-8171,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,A United Home Improvement,91 Nassau Ave,,United States,New York,Buffalo,14217,(716) 877-0098,,,,,,A United Home Improvement,,,91 Nassau Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-0098,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,A B  N Plumbing  Heating Co,251 Fayette Ave,,United States,New York,Buffalo,14223,(716) 834-3873,,,,,,A B  N Plumbing  Heating Co,,,251 Fayette Ave,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 834-3873,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Fred Skinner Construction Co,196 Deumant Ter,,United States,New York,Buffalo,14223,(716) 873-1324,,,,,,Fred Skinner Construction Co,,,196 Deumant Ter,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 873-1324,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,F  D Construction,3020 Clinton St # 3,,United States,New York,Buffalo,14224,(716) 824-5430,,,,,,F  D Construction,,,3020 Clinton St # 3,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 824-5430,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Nichter Associates Inc,3435 Harlem Rd # 9,,United States,New York,Buffalo,14225,(716) 862-4285,,,,,,Nichter Associates Inc,,,3435 Harlem Rd # 9,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 862-4285,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Klemat Plumbing  Heating Inc,3280 S Park Ave Apt 2,,United States,New York,Buffalo,14218,(716) 826-0002,,,,,,Klemat Plumbing  Heating Inc,,,3280 S Park Ave Apt 2,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 826-0002,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cypress Development,3121 Clinton St,,United States,New York,Buffalo,14224,(716) 668-1068,,,,,,Cypress Development,,,3121 Clinton St,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 668-1068,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,John Lock Air Cond  Heating,3120 Genesee St,,United States,New York,Buffalo,14225,(716) 894-6400,,,,,,John Lock Air Cond  Heating,,,3120 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 894-6400,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,BRENDANS Plumbing,135 N End Ave,,United States,New York,Buffalo,14217,(716) 877-3569,,,,,,BRENDANS Plumbing,,,135 N End Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-3569,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,K T Construction Svc Inc,1345 Military Rd,,United States,New York,Buffalo,14217,(716) 877-0780,,,,,,K T Construction Svc Inc,,,1345 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 877-0780,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Trademaster Contracting Inc,3279 Clinton St,,United States,New York,Buffalo,14224,(716) 668-5851,,,,,,Trademaster Contracting Inc,,,3279 Clinton St,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 668-5851,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Cecchini Plumbing  Heating,3290 Genesee St,,United States,New York,Buffalo,14225,(716) 894-3991,,,,,,Cecchini Plumbing  Heating,,,3290 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 894-3991,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Home Quality Care,3352 Genesee St,,United States,New York,Buffalo,14225,(716) 634-8310,,,,,,Home Quality Care,,,3352 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 634-8310,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
,,,,Sieger Ross  Aguire,3960 Harlem Rd Ste 14,,United States,New York,Buffalo,14226,(716) 839-1301,,,,,,Sieger Ross  Aguire,,,3960 Harlem Rd Ste 14,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 839-1301,,Plumbers,,,,10/21/2013,active,bronze,Plumbers,,,,,
